event_id,WTI_r5,WTI_r63,GAS_r5,GAS_r63,HEAT_r5,HEAT_r63,JET_r5,JET_r63,pressure_score,inventory_improving_count,demand_weak_count,throughput_weak,upstream_supply_up_count
ENERGY005_2026-09-23,-10.440580220686956,25.62013628832771,1.4757549378963652,27.686102365068805,-7.352708337758528,44.63131609208212,-7.75308102249873,45.40543278380576,1.3687266002812726,2.0,1.0,1.0,1.0
