mechanism,evidence_status,full_paired_months,full_pearson,full_spearman,era_1_pearson,era_2_pearson,era_3_pearson,full_state_support,full_state_median_diff_a_minus_b,rolling_36m_min,rolling_36m_max,rolling_36m_latest,interpretation_boundary
NASDAQ_RET,SIGN_STABLE_ALL_ERAS,142,0.354391618123876,0.40781364275520704,0.21086130939348338,0.38776403631292583,0.5548919068330677,SUPPORTED_DESCRIPTIVE,0.09841482977884353,0.12030474298803442,0.5784528717900199,0.4793752568345699,Contemporaneous association/time variation only; no causal or predictive ranking.
DXY_RET,SIGN_STABLE_ALL_ERAS,142,-0.091503926927968,-0.06725399263607236,-0.1538233869591677,-0.05023859804442372,-0.11723100407689277,SUPPORTED_DESCRIPTIVE,-0.011339499747411663,-0.31470962007351977,0.16544158692583738,0.07729317507126883,Contemporaneous association/time variation only; no causal or predictive ranking.
DFII10_CHANGE_PP,ERA_DEPENDENT,142,-0.09987211699049446,-0.10471907475203851,0.13181304934516802,-0.11725250809941577,-0.23072058850949406,SUPPORTED_DESCRIPTIVE,-0.026952189687747152,-0.43536128386841927,0.17091481377869272,0.06802177377815861,Contemporaneous association/time variation only; no causal or predictive ranking.
VIX_CHANGE,SIGN_STABLE_ALL_ERAS,142,-0.25385327748697817,-0.27433249998428305,-0.07011925682511906,-0.3387935634027598,-0.33528643102675926,SUPPORTED_DESCRIPTIVE,-0.05452357884392406,-0.4267247079368514,-0.03244257293316355,-0.3899102187964906,Contemporaneous association/time variation only; no causal or predictive ranking.
NFCI_CHANGE,SIGN_STABLE_ALL_ERAS,142,-0.2855435699869696,-0.36891517233141446,-0.3328745741097619,-0.3287371361791429,-0.35883110392946566,SUPPORTED_DESCRIPTIVE,-0.0629485668036,-0.4224521295364303,-0.1670081666924042,-0.4224521295364303,Contemporaneous association/time variation only; no causal or predictive ranking.
WALCL_3M_PCT,ERA_DEPENDENT,142,0.04006087703552521,0.007043301319597394,-0.2402135424991143,0.10588360794595995,-0.35199903036838476,SUPPORTED_DESCRIPTIVE,0.030563553539529442,-0.43589639165166605,0.4553481050500074,-0.3596023584285434,Contemporaneous association/time variation only; no causal or predictive ranking.
M2SL_3M_PCT,ERA_DEPENDENT,142,0.08624542325040861,0.13790913910782057,-0.3077655790098342,0.16563759819939328,-0.044144655369192605,SUPPORTED_DESCRIPTIVE,0.04187168730718921,-0.3001647401964165,0.28314295184850524,-0.19388637416193716,Contemporaneous association/time variation only; no causal or predictive ranking.
