run_timestamp_utc,next_forecast_month_probe,required_ipt_observation_period,selected_vintage_period,rt_ipt_yoy_available,last_workbook_vintage,workbook_sha256,landing_page_sha256,workbook_url,parsed_cells,vintage_count,sheet_count
2026-09-24T10:06:32.884777+00:00,2026-10,2026-08,2026-08,False,2026-08,b4a6324162c8745d1a6d7740c936ae6502b00c39961e98370536c506ab55af99,2117c29eb414ca869ea252f3117506400b900a1b1dbfd21f096d562029696f0a,https://www.philadelphiafed.org/-/media/FRBP/Assets/Surveys-And-Data/real-time-data/data-files/xlsx/iptMvMd.xlsx?sc_lang=en&hash=71A0CD9AD2C8828F0B041196CBFB7E5E,477136,766,1
