market,market_label,symbol,anchor,cycle_id,broad_episode_id,cycle_start_year,anchor_date,episode_weight,ret_3m,ret_6m,ret_12m,mdd_12m,mae_12m,mfe_12m,mdd_trough_month
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,FIRST_CUT,T10_2022,B07,2022,2024-09-18,1.0,0.1828815849852512,0.1777690386992976,0.3406535095813912,0.048167933521979345,0.0,0.3406535095813912,4
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T01_1983,B01,1983,1983-03-31,0.5,0.07726977904077881,0.15656597139053097,0.2831570218925614,0.007995055756110814,0.0,0.2831570218925614,11
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T02_1984,B01,1984,1984-03-29,0.5,0.021649663182396806,0.05561159977473973,0.2454271204422187,0.06983263974420473,0.0,0.2454271204422187,4
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T03_1987,B02,1987,1987-01-05,0.3333333333333333,0.2423218570001049,0.2789068181886418,0.21791049480824642,0.1073065128521814,0.0,0.35290760761238626,10
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T04_1987,B02,1987,1987-08-27,0.3333333333333333,-0.0556530054794262,0.0160000566791223,0.1685662506068244,0.10594306926777908,-0.0556530054794262,0.1685662506068244,3
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T05_1988,B02,1988,1988-03-30,0.3333333333333333,0.1471092017335578,0.1344442448865395,0.31435920239028614,0.019064091084799117,0.0,0.3163984477337076,7
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T06_1994,B03,1994,1994-02-04,1.0,0.08799564246249614,0.10408641465094681,-0.03194197191419135,0.1403646571544711,-0.03194197191419135,0.12612636991097137,12
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T07_1999,B04,1999,1999-06-30,1.0,0.06214339111479128,0.11510770433159223,0.028116413703471288,0.14446572142619651,0.0,0.20172439544721255,12
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T08_2004,B05,2004,2004-06-30,1.0,0.0037972216275850013,0.0021569970599417676,0.03309058981865354,0.06156163535229908,-0.005844740968263595,0.06993206560595233,11
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T09_2015,B06,2015,2015-12-16,1.0,-0.13708822573518165,-0.17939949912764286,-0.026337925928797357,0.17939949912764286,-0.17939949912764286,0.0,6
NIKKEI_225,Nikkei 225,^N225,FIRST_HIKE,T10_2022,B07,2022,2022-03-16,1.0,-0.003995088621574272,0.013022016572159734,0.023153199754673892,0.06156200458206973,-0.017004175023969226,0.0474808455919955,10
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T01_1983,B01,1983,1983-08-11,0.5,0.04179293888340618,0.11579122333583092,0.16108640429458254,0.06983263974420473,0.0,0.2173034511032883,11
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T02_1984,B01,1984,1984-08-09,0.5,0.10865122213753553,0.1892918507380188,0.23621171006512176,0.01754719675622729,0.0,0.25829119320898775,12
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T03_1987,B02,1987,1987-05-22,0.3333333333333333,0.0890153787355219,-0.027843063998984507,0.18009951013392933,0.1073065128521814,-0.027843063998984507,0.18009951013392933,6
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T04_1987,B02,1987,1987-09-24,0.3333333333333333,-0.1016264206293751,0.016191611398457928,0.08955122231055435,0.1073065128521814,-0.1073065128521814,0.10464848966566076,2
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T05_1988,B02,1988,1989-05-17,0.3333333333333333,0.04762023887503375,0.08464555039526567,-0.04211731335122115,0.23322656077443238,-0.12005962644793433,0.14758849033789612,11
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T06_1994,B03,1994,1995-02-01,1.0,-0.14156952809628365,-0.08115156376584076,0.08867584403340989,0.20629531459300843,-0.20629531459300843,0.08867584403340989,4
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T07_1999,B04,1999,2000-05-16,1.0,-0.1633279106163863,-0.24371744114649785,-0.2839542752590555,0.3488738212885717,-0.3488738212885717,0.0,10
NIKKEI_225,Nikkei 225,^N225,LAST_HIKE,T08_2004,B05,2004,2006-06-29,1.0,-0.023780561087728302,0.028670993398679068,0.10287357937573227,0.07196836850173749,-0.07196836850173749,0.10287357937573227,1
