observable,anchor,n_legs,n_broad_episodes,support_status,weighted_median_change_3m_bp,weighted_median_change_6m_bp,weighted_median_change_12m_bp,weighted_median_max_widening_bp,weighted_median_peak_month
US_HIGH_YIELD_OAS,FIRST_CUT,1,1,INSUFFICIENT_SUPPORT,-61.084886128364424,-19.465838509316804,-57.79051383399212,66.86749482401657,7.0
