observable,anchor,n_legs,n_broad_episodes,support_status,weighted_median_ret_3m,weighted_median_ret_6m,weighted_median_ret_12m,weighted_median_mdd_12m,weighted_median_mdd_trough_month,weighted_late_trough_share_7_12
HYG_PRICE_PROXY,FIRST_CUT,3,3,LIMITED_SUPPORT,0.00802712481325174,0.007851312537083821,-0.034211137731983254,0.11187134422282197,8.0,1.0
HYG_PRICE_PROXY,FIRST_HIKE,2,2,LIMITED_SUPPORT,-0.09422142150055768,-0.11641655104905513,-0.11387911912668214,0.07267939764784492,2.0,0.5
HYG_PRICE_PROXY,LAST_HIKE,2,2,LIMITED_SUPPORT,-0.027952993169374274,0.03280981191531018,0.04333257836789506,0.008226572136886712,3.0,0.0
HYG_PRICE_PROXY,PAUSE_START,2,2,LIMITED_SUPPORT,0.028335447117292967,0.03732332145899786,0.06754859985065464,0.008226572136886712,1.0,0.0
