historical_mixed_events,ever_clean_within_4,ever_two_release_confirmed_within_4,confirmed_by_t2,confirmed_by_t3,confirmed_by_t4,dd_confirmed_within_4,sn_confirmed_within_4,candidate_only,remains_mixed_or_incomplete
10,6,2,0,2,2,1,1,4,4
