asset,anchor,recovery_level,n_legs,n_broad_episodes,support_status,positive_drawdown_episodes,positive_drawdown_broad_episodes,recovery_support_status,observed_recoveries,right_censored,weighted_km_median_months
US_HOUSE_PRICE,FIRST_CUT,50%,7,5,SUPPORTED_DESCRIPTIVE,3,3,LIMITED_RECOVERY_DESCRIPTIVE,2,1,4
US_HOUSE_PRICE,FIRST_CUT,100%,7,5,SUPPORTED_DESCRIPTIVE,3,3,LIMITED_RECOVERY_DESCRIPTIVE,2,1,28
US_HOUSE_PRICE,FIRST_HIKE,50%,7,6,SUPPORTED_DESCRIPTIVE,4,4,LIMITED_RECOVERY_DESCRIPTIVE,4,0,2
US_HOUSE_PRICE,FIRST_HIKE,100%,7,6,SUPPORTED_DESCRIPTIVE,4,4,LIMITED_RECOVERY_DESCRIPTIVE,4,0,2
US_HOUSE_PRICE,LAST_HIKE,50%,8,6,SUPPORTED_DESCRIPTIVE,5,5,SUPPORTED_RECOVERY_DESCRIPTIVE,4,1,2
US_HOUSE_PRICE,LAST_HIKE,100%,8,6,SUPPORTED_DESCRIPTIVE,5,5,SUPPORTED_RECOVERY_DESCRIPTIVE,4,1,3
US_HOUSE_PRICE,PAUSE_START,50%,6,6,SUPPORTED_DESCRIPTIVE,4,4,LIMITED_RECOVERY_DESCRIPTIVE,3,1,1
US_HOUSE_PRICE,PAUSE_START,100%,6,6,SUPPORTED_DESCRIPTIVE,4,4,LIMITED_RECOVERY_DESCRIPTIVE,3,1,2
