panel_rows,paired_rows,pearson_corr_current_vs_realtime,median_abs_revision_gap_pp,p90_abs_revision_gap_pp,max_abs_revision_gap_pp
165,165,0.900119178505424,1.0348704949608798,2.7358872025074117,3.8947759998957094
