sequence,snapshot_utc,latest_settled_date,active_relevant_red_disruptions,petroleum_traffic_stress,hormuz_ratio7_prior90_total,hormuz_ratio7_prior90_tanker,hormuz_ratio30_prioryear_total,hormuz_ratio30_prioryear_tanker,state,clean_snapshot_streak,external_supply_shock_context_active,traffic_source_hash_bundle,disruption_source_sha256,disruption_state_hash,previous_hash,row_hash
1,2026-09-24T13:20:41.911131+00:00,2026-09-20,2,True,0.33238207151250626,0.1401323472168159,0.04715762273901809,0.024215714150317504,CRITICAL_TRAFFIC_STRESS,0,True,"{""chokepoint1"":[""4758f8bd2a6ff6ccad6748889c41c5e3f4f66c5f2783c01c5e0395721ef4a1e6"",""9b05967b0238045478c09dcb9bde9516e1e98c8fd9261b4598b549b1d2eb738f"",""c6e8134cedd36ace2164a57c0f80d2fa73d2bc4c2a19419360324df117a95b8b""],""chokepoint4"":[""027b409f5b33caec362ed1d4bb4e9655acef2e6b2d1c2d322bc700fc22558901"",""d300bb0a0202a462fe34a3e4b1c2cda0cdddbd700703737612729cae4e074ffc"",""f545dc1bd6f7b2a42a1e5c0f8afff7091748a78391e1c4c97ba4a2d45853fe4e""],""chokepoint6"":[""64c61059a7a7dbd591d58f4e5bebc981a334db38272ac49fea2a9445c3108cf9"",""b0c11099f5c256fe0aea3170ea84cad7e53813027f46c6d0c338e5c08deaaab4"",""2e7ee165eaf8fb96a56865d328ef9e50791e6bb64597ce49edabf051787e6b4c""],""chokepoint7"":[""883fe60615776e0d9f1d160e9da885d6eba2df2c799b01e31b653c7bcfc646db"",""2d9e083f835983b32c1d5abe0b76b3cfd56baa3f082259cd3bfaff018bbfbf46"",""3b006798b2b4c78476ff23c25e4a4eee44f1f59116ef05f93aa726994cda456c""]}",705a16f968ab56e37cc45709abb46ed8bb147aa74d73db61ee4ab84632953709,f7a4bf5b3890db3495f541badd2c46fc20b557c164f6659ee9d0f8a4f9b7fc59,ca1e4ae3122570d35ab77f50ec54a2008bc619dcc472d732985cb56bd1b585ee,b2bb693a91fca7f5e00c63c62f99b1cfa1b01a13545d42960d0cc03ce4643e25
