portid,portname,latest_settled_date,data_lag_days,rows,mean7_total,mean7_tanker,prior90_total,prior90_tanker,mean30_total,mean30_tanker,prior_year_total,prior_year_tanker,ratio7_prior90_total,ratio7_prior90_tanker,ratio30_prioryear_total,ratio30_prioryear_tanker,acute_transit_stress,structural_transit_stress,rerouting_elevated
chokepoint1,Suez Canal,2026-09-20,4,2820,41.857142857142854,17.0,41.111111111111114,16.055555555555557,40.86666666666667,16.233333333333334,38.54794520547945,14.621917808219179,1.018146718146718,1.0588235294117645,1.06015162283819,1.1102054837299358,False,False,False
chokepoint4,Bab el-Mandeb Strait,2026-09-20,4,2820,24.714285714285715,6.571428571428571,30.92222222222222,10.277777777777779,26.266666666666666,7.5,33.47397260273973,11.465753424657533,0.7992402854062934,0.6393822393822393,0.7846892562885359,0.6541218637992832,False,False,False
chokepoint6,Strait of Hormuz,2026-09-20,4,2820,3.142857142857143,0.5714285714285714,9.455555555555556,4.0777777777777775,4.033333333333333,1.1666666666666667,85.52876712328766,48.178082191780824,0.33238207151250626,0.1401323472168159,0.04715762273901809,0.024215714150317504,True,True,False
chokepoint7,Cape of Good Hope,2026-09-20,4,2820,88.57142857142857,16.142857142857142,90.54444444444445,18.8,87.56666666666666,17.833333333333332,89.46027397260274,16.89041095890411,0.978209420963133,0.8586626139817629,0.978832981145173,1.0558258988915923,False,False,False
