asset,asset_label,anchor,cycle_id,broad_episode_id,anchor_date,episode_weight,ret_3m,ret_6m,ret_12m,mdd_12m,mdd_trough_month,asset_id,bridge_status,evidence_status
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,PAUSE_START,T06_1994,B03,1995-03-28,1.0,0.13509689185654072,0.1533189209562107,0.178652722514695,0.05465668228849718,12,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,PAUSE_START,T07_1999,B04,2000-06-28,1.0,0.0677599067125314,0.1352544803086737,0.15054858479693856,0.033258370653791225,11,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,PAUSE_START,T08_2004,B05,2006-08-08,1.0,0.06669080293086194,0.06281385544144169,0.07771708835395419,0.038910104571964865,10,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,PAUSE_START,T09_2015,B06,2019-01-30,1.0,0.04180447482290672,0.11926523734061378,0.19889833629203024,0.030993614939415437,11,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,PAUSE_START,T10_2022,B07,2023-09-20,1.0,0.03158728432405877,0.01601702187193621,0.09378552744825486,0.09335939931875425,1,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T03_1987,B02,1987-07-02,0.3333333333333333,-0.05085543108124235,0.031124938909510513,0.04580392428330127,0.05085543108124235,3,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T04_1987,B02,1987-11-04,0.3333333333333333,0.12623466640003667,0.08212858139760448,0.15575798044919575,0.039162428859888854,6,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T05_1988,B02,1989-06-06,0.3333333333333333,0.08295456409641777,0.13267306392161515,0.11283024602446812,0.056453991974487194,10,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T06_1994,B03,1995-07-06,1.0,0.04318300227658356,0.09840719877866655,0.019304794946696013,0.08397847494222377,11,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T07_1999,B04,2001-01-03,1.0,0.008124948810606103,0.024527779758850565,0.06021522233548238,0.04524559582790055,11,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T08_2004,B05,2007-09-18,1.0,0.06559848190692086,0.11034479467555425,0.135123947260249,0.031887537580944425,9,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T09_2015,B06,2019-07-31,1.0,0.07662435391001088,0.0743874913586291,0.29040054009452776,0.03135590801155341,11,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VUSTX_LONG_TREASURY_PROXY,VUSTX long-duration Treasury proxy,FIRST_CUT,T10_2022,B07,2024-09-18,1.0,-0.049814628287150664,-0.037493060560536584,-0.025583986061191166,0.08092748333129529,4,VUSTX_LONG_TREASURY_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
