run_timestamp_utc,candidate_forecast_month,forecast_month_start_utc,spec_hash_ok,bridge_status_ok,cycle_first_hike,cycle_hikes,cycle_cumulative_hike_bp,cycle_qualifies,qualification_date,earliest_eligible_forecast_month,gold_input_ready,gold_input_status,rt_ipt_ready,rt_ipt_status,registry_rows_before,predictions_issued_this_run,registry_rows_after,refusal_reasons,status
2026-09-24T10:28:25.821745+00:00,2026-10,2026-10-01T00:00:00+00:00,True,True,2026-09-16,1,25.0,False,,,False,NOT_CHECKED_BECAUSE_PRECONDITION_FAILED,False,NOT_CHECKED_BECAUSE_PRECONDITION_FAILED,0,0,0,WAITING_CYCLE_QUALIFICATION,WAITING_CYCLE_QUALIFICATION
