sequence,event_id,previous_hash,row_hash
1,ENERGY005_2026-09-23,1066f6b8e32168c12c540cc153f7bdfcb61ecb26d323264caec9ca1b4d31e1b1,e5c9a4ce7caafa72958de30ca1eacaddccbc26982d0c84f8538918724b7a3d0d
