event_id,week_end,release_date,price_asof_date,registered_utc,upstream_selected_sha256,pressure_score,pressure_q90_prior,WTI_r5,GAS_r5,HEAT_r5,JET_r5,inventory_improving_count,demand_weak_count,throughput_weak,upstream_supply_up_count,mechanism_class,interpretation_state,historical_same_class_completed_n,historical_same_class_median_wti_8w,historical_same_class_median_wti_13w,historical_same_class_median_short_mae_8w,historical_same_class_median_short_mae_13w,realized_wti_4w,realized_short_mae_4w,realized_short_mfe_4w,realized_wti_8w,realized_short_mae_8w,realized_short_mfe_8w,realized_wti_13w,realized_short_mae_13w,realized_short_mfe_13w,realization_status
ENERGY005_2026-09-23,2026-09-18,2026-09-23,2026-09-22,2026-09-24T11:23:41.736457+00:00,a914273422e7a610f51d485f05f7c38a56e4ede3fbff0088c50dfbd90282fb31,1.3687266002812726,0.8114623302391087,-10.440580220686956,1.4757549378963652,-7.352708337758528,-7.75308102249873,2,1,True,1,TIGHT_OR_MIXED,ROLLOVER_WITHOUT_CLEAN_PHYSICAL_CONFIRMATION,10,0.0707752163988205,0.06698198440225905,0.15240310343503566,0.1791874565300085,,,,,,,,,,UNREALIZED
