asset,event_type,metric,n,mean,median,q25,q75,min,max
WTI,PAUSE_START,recovery50_obs_from_trough,6,92.16666666666667,47.0,40.5,76.0,10.0,325.0
WTI,PAUSE_START,recovery100_obs_from_trough,6,255.5,244.0,114.25,366.25,85.0,482.0
WTI,PAUSE_START,rv_60d_ann,6,0.32719779424039425,0.3179485350697967,0.2350971016198697,0.38283516933560985,0.21429668287617862,0.5010490078658185
WTI,PAUSE_START,down_semivol_60d_ann,6,0.24681196668561442,0.24245882556323112,0.18928861105566164,0.294459472585444,0.12682981774225718,0.3857661034323136
WTI,TIGHTENING_CYCLE_END,ret_20d,8,0.026081911636311877,0.010925176044707996,-0.000632031348754919,0.0648893339210534,-0.052478134110787056,0.09341117597998316
WTI,TIGHTENING_CYCLE_END,ret_60d,8,0.00416513449619435,0.0027389006740556887,-0.1253158653375606,0.10549680536881895,-0.174913374913375,0.2506255212677231
WTI,TIGHTENING_CYCLE_END,ret_120d,8,-0.04932976715436013,-0.04835383914331276,-0.09767102556119947,-0.0014838653202255692,-0.2198198198198199,0.12220367278798006
WTI,TIGHTENING_CYCLE_END,ret_252d,8,-0.02845049558510851,-0.07494712495757272,-0.12565993447726162,0.06251350001350003,-0.2843336724313327,0.28690575479566305
WTI,TIGHTENING_CYCLE_END,mdd,8,0.28533231895070105,0.30604815455594003,0.2604010212708403,0.322953273928398,0.17876278616658559,0.34445165476963013
WTI,TIGHTENING_CYCLE_END,mae,8,-0.18215797247552448,-0.16682347157799443,-0.2526623654762542,-0.12468388172313094,-0.2999306999307,-0.07256046705587993
WTI,TIGHTENING_CYCLE_END,mfe,8,0.1771514603181568,0.18677595096763455,0.11058753953490796,0.20922343516250025,0.02899287894201419,0.3811509591326103
WTI,TIGHTENING_CYCLE_END,time_to_event_min_obs,8,151.75,147.5,119.75,215.5,4.0,252.0
WTI,TIGHTENING_CYCLE_END,recovery50_obs_from_trough,8,116.875,60.5,43.5,122.0,10.0,378.0
WTI,TIGHTENING_CYCLE_END,recovery100_obs_from_trough,8,273.375,231.0,108.25,428.75,76.0,555.0
WTI,TIGHTENING_CYCLE_END,rv_60d_ann,8,0.31067224729519344,0.29012664610326433,0.25073228677766846,0.34302279024364307,0.20692319926503727,0.4843123744446433
WTI,TIGHTENING_CYCLE_END,down_semivol_60d_ann,8,0.22850449001591738,0.20016416115781271,0.18742638356979513,0.2573818198948849,0.13259607119835853,0.3706792700480838
WTI,TIGHTENING_CYCLE_START,ret_20d,8,0.035903455507303644,0.04898592135126101,-0.022567772725036267,0.104808695597426,-0.16345123258306538,0.23960674157303363
WTI,TIGHTENING_CYCLE_START,ret_60d,8,0.15549659604775384,0.06954477795965086,-0.014469040929555699,0.3166095875709805,-0.0714285714285714,0.5070224719101122
WTI,TIGHTENING_CYCLE_START,ret_120d,8,0.1621611080811613,0.12295040866469453,-0.13219751635455457,0.36305419571998004,-0.14622883530015385,0.7334419109663408
WTI,TIGHTENING_CYCLE_START,ret_252d,8,0.2551626206544712,0.22040773621168874,-0.10231589481021428,0.4907829023394814,-0.29773326304691616,0.9522471910112358
WTI,TIGHTENING_CYCLE_START,mdd,8,0.3090026155282117,0.30164819504536916,0.28744491566779795,0.3226511257636329,0.19884169884169878,0.4537477447925209
WTI,TIGHTENING_CYCLE_START,mae,8,-0.17803715950034504,-0.21474460408886636,-0.2722270561414109,-0.1013387297633872,-0.29823151125401925,0.0
WTI,TIGHTENING_CYCLE_START,mfe,8,0.434436267535257,0.28788537449509,0.23611180183194247,0.55297337331551,0.037968188814776926,1.0206297502714436
WTI,TIGHTENING_CYCLE_START,time_to_event_min_obs,8,109.875,85.5,6.0,220.5,0.0,252.0
WTI,TIGHTENING_CYCLE_START,recovery50_obs_from_trough,8,154.375,33.5,19.5,152.0,11.0,739.0
WTI,TIGHTENING_CYCLE_START,recovery100_obs_from_trough,7,136.71428571428572,70.0,53.5,216.0,16.0,332.0
WTI,TIGHTENING_CYCLE_START,rv_60d_ann,8,0.40109155367414745,0.3595939545183301,0.2485962506859984,0.5395527802233374,0.18294079783602213,0.7016221330775274
WTI,TIGHTENING_CYCLE_START,down_semivol_60d_ann,8,0.2663178538365526,0.22485620961853053,0.16249647218154978,0.36714585330301475,0.13374614765845746,0.44998552676721765
