period,WB_PRICE,WB_RET_3M,WB_RET_6M,WB_VOL_6M,GCF_PRICE,GCF_N_DAILY,GCF_RET_3M,GCF_RET_6M,GCF_VOL_6M,ABS_REL_LEVEL_GAP,ABS_RET3_DIFF,ABS_RET6_DIFF,ABS_VOL6_DIFF
2017-02,1234.0,-0.003231017770597755,-0.07910447761194028,0.04075830824021831,1234.5420949835527,19,-0.0011472124294923391,-0.07729281929007381,0.042902610219354716,0.00043929901422434803,0.002083805341105416,0.0018116583218664717,0.002144301979136405
2017-03,1231.0,0.06395851339671554,-0.07234363225320273,0.04100999657446309,1230.378269361413,23,0.06859765764616643,-0.07149271459349282,0.04308838634942859,0.0005050614448309787,0.004639144249450888,0.0008509176597099044,0.0020783897749655014
2017-04,1267.0,0.06291946308724827,0.0,0.040097444215701536,1268.6526392886512,19,0.06324443735139451,0.0036967580671445344,0.04220252310032716,0.0013043719721004265,0.0003249742641462383,0.0036967580671445344,0.002105078884625626
2017-05,1246.0,0.009724473257698651,0.00646203554119551,0.03943427261033588,1243.7636385830965,22,0.007469606453287092,0.006313824798428236,0.041930802311287325,0.0017948325978358604,0.0022548668044115594,0.00014821074276727408,0.002496529700951447
2017-06,1260.0,0.023558082859463925,0.08902333621434755,0.020572466105007917,1260.0590931285512,22,0.024123332235494566,0.09437579396763618,0.022752621749408064,4.689930837398215e-05,0.000565249376030641,0.005352457753288631,0.0021801556444001474
2017-07,1237.0,-0.023677979479084454,0.03775167785234901,0.02258602904897005,1235.9599975585938,20,-0.025769576886222056,0.03584507807421988,0.023827634535678724,0.0008407457084932402,0.002091597407137602,0.0019065997781291255,0.0012416054867086732
2017-08,1283.0,0.029695024077046606,0.03970826580226894,0.02306853995762159,1283.7956436820652,23,0.03218618381911642,0.03989620839876573,0.0247855818277798,0.0006201431660679546,0.002491159742069815,0.0001879425964967929,0.0017170418701582119
2017-09,1314.0,0.04285714285714293,0.0674248578391552,0.0235287898316828,1313.9400024414062,20,0.0427606209952236,0.06791548189758201,0.025037372668602703,4.5660242460998646e-05,9.652186191932977e-05,0.000490624058426814,0.0015085828369199028
2017-10,1280.0,0.0347615198059823,0.010260457774269982,0.025755046731309537,1279.2500055486505,22,0.035025411886766555,0.008353244955956907,0.026906845703299792,0.000585933165116792,0.00026389208078425597,0.0019072128183130754,0.0011517989719902547
2017-11,1282.0,-0.000779423226812126,0.028892455858748,0.024173804674410597,1280.6904703776042,21,-0.002418744229069847,0.029689589443678388,0.02488956712409069,0.0010214739644273108,0.001639321002257721,0.0007971335849303873,0.0007157624496800935
