asset,asset_label,anchor,cycle_id,broad_episode_id,anchor_date,episode_weight,ret_3m,ret_6m,ret_12m,mdd_12m,mdd_trough_month,asset_id,bridge_status,evidence_status
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_HIKE,T07_1999,B04,1999-06-30,1.0,-0.08169437010023872,-0.13589643917311378,0.02499437497778545,0.13589643917311378,6,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_HIKE,T08_2004,B05,2004-06-30,1.0,0.17710284971808088,0.3385159736117096,0.42602548570778764,0.04603632504713828,7,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_HIKE,T09_2015,B06,2015-12-16,1.0,0.04847566470028819,0.11274386661996805,0.0880887101970298,0.11465056419321384,11,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_HIKE,T10_2022,B07,2022-03-16,1.0,-0.10014737157707787,-0.13413808225125945,-0.1789314246047803,0.26058621334969434,7,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,LAST_HIKE,T07_1999,B04,2000-05-16,1.0,0.14272145586409613,0.09315174443587959,0.21661422450292922,0.04337864767817223,6,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,LAST_HIKE,T08_2004,B05,2006-06-29,1.0,0.13533692723916713,0.24788695734183142,0.21058636531844943,0.11685720790766019,12,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,LAST_HIKE,T09_2015,B06,2018-12-19,1.0,0.07741114398715476,0.13021314168693943,0.18786189781750107,0.016726840478047622,12,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,LAST_HIKE,T10_2022,B07,2023-07-26,1.0,-0.08849600668759472,0.07456838762882811,0.11268606033047113,0.09444622090238675,3,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,PAUSE_START,T07_1999,B04,2000-06-28,1.0,0.08352251967958768,0.10563950986113513,0.21436431619621055,0.04337864767817223,5,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,PAUSE_START,T08_2004,B05,2006-08-08,1.0,0.13667403899813135,0.2888015836818445,0.04377010414285287,0.1901235090346386,12,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,PAUSE_START,T09_2015,B06,2019-01-30,1.0,0.12377565687383729,0.16368461663155176,0.2489160922819711,0.016726840478047622,11,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,PAUSE_START,T10_2022,B07,2023-09-20,1.0,0.06520954024267822,0.06963506323127877,0.23301773818164584,0.09444622090238675,1,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_CUT,T07_1999,B04,2001-01-03,1.0,0.015101305039927349,0.11303925143130278,0.14970318986789843,0.0616050496754208,9,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_CUT,T08_2004,B05,2007-09-18,1.0,-0.03757148302803537,-0.07084292922914015,-0.04755246105977218,0.18811070688471598,4,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_CUT,T09_2015,B06,2019-07-31,1.0,0.06888606404295161,0.08100368389872536,-0.07366725402001073,0.234839232571445,9,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
VGSIX_REIT_PROXY,VGSIX listed-REIT proxy,FIRST_CUT,T10_2022,B07,2024-09-18,1.0,0.013857266509350152,0.009337670398350095,0.03477994298142195,0.08331642342096757,7,VGSIX_REIT_PROXY,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,PROXY_EXTENSION_ACTIVE
