anchor,asset_id,n_legs,n_broad_episodes,support_status,bridge_status,weighted_median_ret_3m,weighted_median_ret_6m,weighted_median_ret_12m,weighted_median_mdd_12m,weighted_median_mdd_trough_month,weighted_late_trough_share_7_12
FIRST_HIKE,VGSIX_REIT_PROXY,4,4,LIMITED_PROXY_DESCRIPTIVE,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,-0.08169437010023872,-0.13413808225125945,0.02499437497778545,0.11465056419321384,7.0,0.75
LAST_HIKE,VGSIX_REIT_PROXY,4,4,LIMITED_PROXY_DESCRIPTIVE,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,0.07741114398715476,0.09315174443587959,0.18786189781750107,0.04337864767817223,6.0,0.5
PAUSE_START,VGSIX_REIT_PROXY,4,4,LIMITED_PROXY_DESCRIPTIVE,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,0.08352251967958768,0.10563950986113513,0.21436431619621055,0.04337864767817223,5.0,0.5
FIRST_CUT,VGSIX_REIT_PROXY,4,4,LIMITED_PROXY_DESCRIPTIVE,BRIDGE_PASS_SUPPORTED_PROXY_EXTENSION,0.013857266509350152,0.009337670398350095,-0.04755246105977218,0.08331642342096757,7.0,0.75
