reference,candidate,matched_return_months,first_return_month,last_return_month,last_complete_month_required,pearson_monthly_return,spearman_monthly_return,descriptive_beta_candidate_on_reference,descriptive_intercept,median_abs_monthly_return_diff,mean_abs_monthly_return_diff,current_partial_month_used
VGSIX_REIT_PROXY,FRESX_REIT_ACTIVE_PROXY,363,1996-06,2026-08,2026-08,0.9919822946622153,0.9860709355937886,1.0201722302046263,0.0001332648077538136,0.003434012289439403,0.0044886352494415156,False
