asset,asset_label,anchor,cycle_id,broad_episode_id,anchor_date,episode_weight,ret_3m,ret_6m,ret_12m,mdd_12m,mdd_trough_month,asset_id,dual_bridge_status,evidence_status
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,PAUSE_START,T04_1987,B02,1987-11-03,1.0,0.06326516940615146,0.0467862506293073,0.0691373885692037,0.03574694557051028,1,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,PAUSE_START,T06_1994,B03,1995-03-28,1.0,0.04892676997705703,0.10704491849555287,0.1716449887746807,0.022462878580402745,8,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,PAUSE_START,T07_1999,B04,2000-06-28,1.0,0.11522916989137122,0.15272824875228674,0.24986197566535906,0.039774953561396154,4,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,PAUSE_START,T08_2004,B05,2006-08-08,1.0,0.1446961065285408,0.3030224790967082,0.02082292841134592,0.21657304859467275,12,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,PAUSE_START,T09_2015,B06,2019-01-30,1.0,0.1096841699687896,0.15162367791484122,0.2144473879501847,0.02655896902394317,11,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,PAUSE_START,T10_2022,B07,2023-09-20,1.0,0.06408115526868308,0.061306125480374174,0.23991467460761817,0.08541345416321489,1,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T03_1987,B02,1987-07-02,0.3333333333333333,-0.09868077708397416,-0.08501065896785065,-0.030855467443990814,0.13553439463659,4,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T04_1987,B02,1987-11-04,0.3333333333333333,0.06326516940615146,0.0467862506293073,0.0691373885692037,0.03574694557051028,1,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T05_1988,B02,1989-06-06,0.3333333333333333,0.10155234042672112,0.07445159479168373,0.04995813655734449,0.057978047088773854,11,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T06_1994,B03,1995-07-06,1.0,0.047588557116185815,0.09791361043756863,0.15461167352287863,0.022462878580402745,4,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T07_1999,B04,2001-01-03,1.0,0.0005757771576877513,0.09884397923964472,0.11946338899091047,0.06455694589600791,9,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T08_2004,B05,2007-09-18,1.0,-0.06298041651531472,-0.08635829285144314,-0.0908893578977007,0.20465476631700663,4,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T09_2015,B06,2019-07-31,1.0,0.07013881045385384,0.06595142087182193,-0.09586412871448069,0.2331832077542546,9,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
FRESX_REIT_ACTIVE_PROXY,FRESX active REIT deep-history candidate,FIRST_CUT,T10_2022,B07,2024-09-18,1.0,0.010920671240313151,0.01621822090132663,0.016454092283480604,0.06689931460159215,7,FRESX_REIT_ACTIVE_PROXY,DUAL_BRIDGE_FAIL_NO_DEEP_EXTENSION,NOT_PROMOTED_DUAL_BRIDGE_FAIL
