reference,candidate,matched_return_months,first_return_month,last_return_month,last_complete_month_required,pearson_monthly_return,spearman_monthly_return,descriptive_beta_candidate_on_reference,descriptive_intercept,median_abs_monthly_return_diff,mean_abs_monthly_return_diff,current_partial_month_used
VNQ,FRESX_REIT_ACTIVE_PROXY,263,2004-10,2026-08,2026-08,0.9932828159589342,0.9870521896760539,1.025015328200613,-0.00013594038758767986,0.003282889483005036,0.004426419582156072,False
