asset,anchor,cycle_id,broad_episode_id,anchor_date,episode_weight,drawdown,trough_month,recovery50_months,recovery100_months,recovery50_observed,recovery100_observed,recovery_censor_months,source_module,anchor_to_recovery50_months,anchor_to_recovery100_months,anchor_to_censor_months
DXY,LAST_HIKE,T03_1987,B02,1987-05-22,0.3333333333333333,0.1085293996824426,7.0,7.0,17.0,True,True,60.0,RECOVERY_EXTENSION_015,14.0,24.0,67.0
DXY,LAST_HIKE,T04_1987,B02,1987-09-24,0.3333333333333333,0.1085293996824426,3.0,7.0,17.0,True,True,60.0,RECOVERY_EXTENSION_015,10.0,20.0,63.0
DXY,LAST_HIKE,T05_1988,B02,1989-05-17,0.3333333333333333,0.1061884587387589,12.0,,,False,False,60.0,RECOVERY_EXTENSION_015,,,72.0
DXY,LAST_HIKE,T06_1994,B03,1995-02-01,1.0,0.0742930781397258,2.0,5.0,13.0,True,True,60.0,RECOVERY_EXTENSION_015,7.0,15.0,62.0
DXY,LAST_HIKE,T07_1999,B04,2000-05-16,1.0,0.0545177105345883,8.0,2.0,4.0,True,True,60.0,RECOVERY_EXTENSION_015,10.0,12.0,68.0
DXY,LAST_HIKE,T08_2004,B05,2006-06-29,1.0,0.0490223810397081,11.0,18.0,18.0,True,True,60.0,RECOVERY_EXTENSION_015,29.0,29.0,71.0
DXY,LAST_HIKE,T09_2015,B06,2018-12-19,1.0,0.012407026188746,12.0,2.0,2.0,True,True,60.0,RECOVERY_EXTENSION_015,14.0,14.0,72.0
DXY,LAST_HIKE,T10_2022,B07,2023-07-26,1.0,0.0345093744558121,5.0,4.0,12.0,True,True,33.0,RECOVERY_EXTENSION_015,9.0,17.0,38.0
DXY,PAUSE_START,T02_1984,B01,1984-08-21,1.0,0.1320704449855086,12.0,,,False,False,60.0,RECOVERY_EXTENSION_015,,,72.0
DXY,PAUSE_START,T04_1987,B02,1987-11-03,1.0,0.0820751769010221,1.0,7.0,8.0,True,True,60.0,RECOVERY_EXTENSION_015,8.0,9.0,61.0
DXY,PAUSE_START,T06_1994,B03,1995-03-28,1.0,0.0629968757297827,1.0,4.0,12.0,True,True,60.0,RECOVERY_EXTENSION_015,5.0,13.0,61.0
DXY,PAUSE_START,T07_1999,B04,2000-06-28,1.0,0.0545177105345883,7.0,2.0,4.0,True,True,60.0,RECOVERY_EXTENSION_015,9.0,11.0,67.0
DXY,PAUSE_START,T08_2004,B05,2006-08-08,1.0,0.0644426600483547,11.0,16.0,16.0,True,True,60.0,RECOVERY_EXTENSION_015,27.0,27.0,71.0
DXY,PAUSE_START,T09_2015,B06,2019-01-30,1.0,0.012407026188746,11.0,2.0,2.0,True,True,60.0,RECOVERY_EXTENSION_015,13.0,13.0,71.0
DXY,PAUSE_START,T10_2022,B07,2023-09-20,1.0,0.0501600620076406,12.0,2.0,3.0,True,True,24.0,RECOVERY_EXTENSION_015,14.0,15.0,36.0
DXY,FIRST_CUT,T01_1983,B01,1983-08-17,0.5,0.0518178888671605,7.0,2.0,4.0,True,True,60.0,RECOVERY_EXTENSION_015,9.0,11.0,67.0
DXY,FIRST_CUT,T02_1984,B01,1984-09-20,0.5,0.1320704449855086,11.0,,,False,False,60.0,RECOVERY_EXTENSION_015,,,71.0
DXY,FIRST_CUT,T03_1987,B02,1987-07-02,0.3333333333333333,0.1085293996824426,5.0,7.0,17.0,True,True,60.0,RECOVERY_EXTENSION_015,12.0,22.0,65.0
DXY,FIRST_CUT,T04_1987,B02,1987-11-04,0.3333333333333333,0.0820751769010221,1.0,7.0,8.0,True,True,60.0,RECOVERY_EXTENSION_015,8.0,9.0,61.0
DXY,FIRST_CUT,T05_1988,B02,1989-06-06,0.3333333333333333,0.0962055962710699,11.0,,,False,False,60.0,RECOVERY_EXTENSION_015,,,71.0
DXY,FIRST_CUT,T06_1994,B03,1995-07-06,1.0,0.0189042687198252,3.0,2.0,3.0,True,True,60.0,RECOVERY_EXTENSION_015,5.0,6.0,63.0
DXY,FIRST_CUT,T07_1999,B04,2001-01-03,1.0,0.0474674177939647,8.0,3.0,5.0,True,True,60.0,RECOVERY_EXTENSION_015,11.0,13.0,68.0
DXY,FIRST_CUT,T08_2004,B05,2007-09-18,1.0,0.1089514768525619,7.0,5.0,6.0,True,True,60.0,RECOVERY_EXTENSION_015,12.0,13.0,67.0
DXY,FIRST_CUT,T09_2015,B06,2019-07-31,1.0,0.0440260246817367,12.0,20.0,21.0,True,True,60.0,RECOVERY_EXTENSION_015,32.0,33.0,72.0
DXY,FIRST_CUT,T10_2022,B07,2024-09-18,1.0,0.1005747941748715,12.0,,,False,False,12.0,RECOVERY_EXTENSION_015,,,24.0
US_HOUSE_PRICE,LAST_HIKE,T05_1988,B02,1989-05-17,0.3333333333333333,0.0312923065021466,22.0,4.0,28.0,True,True,60.0,RECOVERY_EXTENSION_015,26.0,50.0,82.0
US_HOUSE_PRICE,LAST_HIKE,T06_1994,B03,1995-02-01,1.0,0.0041352141624967,12.0,1.0,2.0,True,True,60.0,RECOVERY_EXTENSION_015,13.0,14.0,72.0
US_HOUSE_PRICE,LAST_HIKE,T08_2004,B05,2006-06-29,1.0,0.0979161136901634,24.0,,,False,False,60.0,RECOVERY_EXTENSION_015,,,84.0
US_HOUSE_PRICE,LAST_HIKE,T09_2015,B06,2018-12-19,1.0,0.0044325030720318,1.0,2.0,2.0,True,True,60.0,RECOVERY_EXTENSION_015,3.0,3.0,61.0
US_HOUSE_PRICE,LAST_HIKE,T10_2022,B07,2023-07-26,1.0,0.0070119291865794,17.0,2.0,3.0,True,True,18.0,RECOVERY_EXTENSION_015,19.0,20.0,35.0
