asset,anchor,event_month,n_legs,n_broad_episodes,weighted_median_cum_return,weighted_median_running_mdd,weighted_q75_running_mdd,weighted_new_event_low_share,weighted_new_running_mdd_share
WTI,FIRST_HIKE,3,8,6,0.17193240385886077,0.0,0.07258222533240033,0.1111111111111111,0.1111111111111111
WTI,FIRST_HIKE,4,8,6,0.219737015990485,0.07089037949094923,0.13240027991602532,0.1111111111111111,0.4444444444444444
WTI,FIRST_HIKE,5,8,6,0.2038137177129251,0.08629427723058425,0.18436478772531228,0.0,0.3333333333333333
WTI,FIRST_HIKE,6,8,6,0.14875711775119216,0.18791304494519445,0.26628185670805027,0.27777777777777773,0.611111111111111
WTI,FIRST_HIKE,7,8,6,0.16185648407517417,0.18791304494519445,0.26628185670805027,0.1111111111111111,0.3333333333333333
WTI,FIRST_HIKE,8,8,6,0.18333150375586116,0.18791304494519445,0.26628185670805027,0.0,0.05555555555555555
WTI,FIRST_HIKE,9,8,6,0.2065802060626969,0.18791304494519445,0.2855678725835522,0.16666666666666666,0.16666666666666666
WTI,FIRST_HIKE,10,8,6,0.17274112868255664,0.18791304494519445,0.2855678725835522,0.0,0.38888888888888884
WTI,FIRST_HIKE,11,8,6,0.07580553867971251,0.18791304494519445,0.2855678725835522,0.05555555555555555,0.1111111111111111
WTI,FIRST_HIKE,12,8,6,0.22446254881138916,0.18791304494519445,0.2855678725835522,0.16666666666666666,0.16666666666666666
WTI,LAST_HIKE,1,8,6,0.04497559737072243,0.0,0.022483764330762157,0.27777777777777773,1.0
WTI,LAST_HIKE,2,8,6,0.0989627395446353,0.012004429950638551,0.06111212817748468,0.1111111111111111,0.4444444444444444
WTI,LAST_HIKE,3,8,6,0.08792160373616764,0.05773870105500234,0.11813564953248834,0.27777777777777773,0.6666666666666666
WTI,LAST_HIKE,4,8,6,0.046091218297222625,0.09809414299131392,0.13128319821079115,0.16666666666666666,0.5555555555555555
WTI,LAST_HIKE,5,8,6,0.023515296127331053,0.12974055825995356,0.195974280123008,0.2222222222222222,0.38888888888888884
WTI,LAST_HIKE,6,8,6,-0.005348478718103955,0.14413620060994237,0.195974280123008,0.05555555555555555,0.27777777777777773
WTI,LAST_HIKE,7,8,6,0.0031142335184708436,0.16596852808401652,0.20000935935233288,0.2222222222222222,0.3888888888888889
WTI,LAST_HIKE,8,8,6,-0.037339827665312186,0.16596852808401652,0.20000935935233288,0.0,0.0
WTI,LAST_HIKE,9,8,6,-0.0002896591677125082,0.16596852808401652,0.20063280212624934,0.05555555555555555,0.05555555555555555
WTI,LAST_HIKE,10,8,6,-0.03233531383894461,0.195974280123008,0.23698801960002824,0.1111111111111111,0.4444444444444444
WTI,LAST_HIKE,11,8,6,0.0015000371890958597,0.195974280123008,0.23698801960002824,0.05555555555555555,0.05555555555555555
WTI,LAST_HIKE,12,8,6,0.0500876292128587,0.195974280123008,0.240212031872849,0.1111111111111111,0.1111111111111111
WTI,PAUSE_START,1,6,6,0.036419097268884704,0.0,0.13517719712323883,0.3333333333333333,1.0
WTI,PAUSE_START,2,6,6,-0.04547567151740495,0.003312545836676284,0.13897683119873372,0.3333333333333333,0.5
WTI,PAUSE_START,3,6,6,-0.11655661687715013,0.07584541640269193,0.16043437887490752,0.5,0.5
WTI,PAUSE_START,4,6,6,-0.08888135889866766,0.12974055825995356,0.1822466280301941,0.3333333333333333,0.6666666666666666
WTI,PAUSE_START,5,6,6,-0.05083285253328207,0.14413620060994237,0.1822466280301941,0.16666666666666666,0.3333333333333333
WTI,PAUSE_START,6,6,6,-0.020560859545685872,0.16043437887490752,0.1822466280301941,0.16666666666666666,0.16666666666666666
WTI,PAUSE_START,7,6,6,-0.06006014047479158,0.16043437887490752,0.1822466280301941,0.0,0.0
WTI,PAUSE_START,8,6,6,-0.03043095422991704,0.16043437887490752,0.2194380486400922,0.16666666666666666,0.16666666666666666
WTI,PAUSE_START,9,6,6,-0.05703356537321658,0.16043437887490752,0.2194380486400922,0.16666666666666666,0.3333333333333333
WTI,PAUSE_START,10,6,6,-0.04589134991439303,0.16043437887490752,0.26391522964262826,0.16666666666666666,0.16666666666666666
WTI,PAUSE_START,11,6,6,-0.007281537396578552,0.16043437887490752,0.26391522964262826,0.16666666666666666,0.16666666666666666
WTI,PAUSE_START,12,6,6,-0.04571454347045378,0.17986465973098753,0.26391522964262826,0.16666666666666666,0.16666666666666666
