dataset,resource,source_commit,source_url,package_url,retrieved_utc,monthly_sha256,datapackage_sha256,license,modern_source,eligible_start,eligible_end,eligible_rows,raw_committed,pre1960_rows_excluded
datasets/gold-prices,data/monthly.csv,95bfea9197222dcda13d8c4d9928fb631fe745aa,https://raw.githubusercontent.com/datasets/gold-prices/95bfea9197222dcda13d8c4d9928fb631fe745aa/data/monthly.csv,https://raw.githubusercontent.com/datasets/gold-prices/95bfea9197222dcda13d8c4d9928fb631fe745aa/datapackage.json,2026-09-23T18:35:09.142501+00:00,6821c07f866d91cddc8beacd942d9548912216f816183565e47cef2c7add0b47,90797b4f38366a999a4d433c9e4d753f3b097d49baa365981196b48dcdb902de,ODC-PDDL-1.0,"World Bank Commodity Markets (""Pink Sheet"")",1960-01,2026-08,800,False,True
